stop_id,new_stop_id
5578,1668
5579,1669
5580,1670
5583,1671
5584,1672
5585,1673
5586,1674
5588,1675
5589,1676
5590,1677
5592,1678
5593,1679
5594,1680
5595,1681
5596,1682
5597,1683
5598,1684
5599,1685
5600,1686
5601,1687
5602,1688
5603,1689
5604,1690
5605,1691
5608,1692
5609,1693
5610,1694
5613,1695
5614,1696
5615,1697
5616,1698
5619,1699
5620,1700
5621,1701
5623,1702
5624,1703
5625,1704
5626,1705
5627,1706
5628,1707
5630,1708
5631,1709
5632,1710
5633,1711
5634,1712
5638,1713
5639,1714
5640,1715
5641,1716
5642,1717
5643,1718
5644,1719
5645,1720
5646,1721
5647,1722
5648,1723
5649,1724
5650,1725
5651,1726
5652,1727
5653,1728
5654,1729
5655,1730
5656,1731
5657,1732
5658,1733
5659,1734
5661,1735
5663,1736
5665,1737
5667,1738
5668,1739
5669,1740
5671,1741
5672,1742
5673,1743
5674,1744
5675,1745
5676,1746
5678,1747
5680,1748
5681,1749
5683,1750
5684,1751
5685,1752
5687,1753
5688,1754
5689,1755
5690,1756
5691,1757
5692,1758
5693,1759
5694,1760
5695,1761
5696,1762
5697,1763
5698,1764
5699,1765
5700,1766
5702,1767
5703,1768
5704,1769
5705,1770
5706,1771
5709,1772
5710,1773
5711,1774
5712,1775
5713,1776
5714,1777
5715,1778
5716,1779
5717,1780
5718,1781
5719,1782
5732,1783
5733,1784
5734,1785
5735,1786
5736,1787
5737,1788
5738,1789
5739,1790
5741,1791
5742,1792
5744,1793
5745,1794
5746,1795
5747,1796
5748,1797
5751,1798
5752,1799
5753,1800
5754,1801
5755,1802
5756,1803
5757,1804
5758,1805
5759,1806
5761,1807
5762,1808
5763,1809
5764,1810
5765,1811
5766,1812
5767,1813
5768,1814
5769,1815
5770,1816
5774,1817
5775,1818
5776,1819
5777,1820
5779,1821
5780,1822
5781,1823
5782,1824
5783,1825
5787,1826
5788,1827
5790,1828
5791,1829
5792,1830
5793,1831
5794,1832
5795,1833
5796,1834
5797,1835
5798,1836
5800,1837
5801,1838
5804,1839
5805,1840
5806,1841
5807,1842
5808,1843
5810,1844
5813,1845
5814,1846
5817,1847
5818,1848
5820,1849
5821,1850
5822,1851
5823,1852
5824,1853
5826,1854
5827,1855
5828,1856
5829,1857
5830,1858
5831,1859
5832,1860
5833,1861
5834,1862
5836,1863
5837,1864
5838,1865
5839,1866
5840,1867
5841,1868
5842,1869
5843,1870
5844,1871
